1		Fea69		1.0
2		Fea71		0.9552347081869708
3		Fea70		0.9465677865117541
4		Fea72		0.9432631114314012
5		Fea73		0.937932765248174
6		Fea74		0.8877550658173415
7		Fea12		0.8805661594626731
8		Fea78		0.869899096777512
9		Fea77		0.8681408781645852
10		Fea75		0.8620210478061647
11		Fea76		0.8596647096587617
12		Fea20		0.8519582844633007
13		Fea79		0.8432273400835266
14		Fea49		0.8317383535301291
15		Fea80		0.8258077025892219
16		Fea50		0.8246340123338551
17		Fea30		0.8228240482635024
18		Fea60		0.8206229789214248
19		Fea29		0.8182493443260468
20		Fea59		0.8169173518006287
21		Fea17		0.8169168646274815
22		Fea90		0.8157387586902237
23		Fea89		0.8154731283615667
24		Fea40		0.8148080196851529
25		Fea11		0.8111679899054257
26		Fea19		0.8077287551339074
27		Fea39		0.804387159963701
28		Fea7		0.7968474414225933
29		Fea10		0.7892871515056074
30		Fea8		0.7857178500166359
31		Fea113		0.7789978107065738
32		Fea18		0.7774211600194698
33		Fea14		0.7743424998381334
34		Fea2		0.7736276779440976
35		Fea112		0.7712701822573763
36		Fea111		0.7652513863198469
37		Fea13		0.7650985537328411
38		Fea16		0.7644762069462662
39		Fea15		0.7635105480057283
40		Fea105		0.7630275533388825
41		Fea1		0.762951503605113
42		Fea51		0.7590539486575535
43		Fea3		0.757057248972799
44		Fea6		0.7569324959790207
45		Fea0		0.7556949906492822
46		Fea5		0.7552879702769327
47		Fea4		0.7547940757227187
48		Fea106		0.7523735622995482
49		Fea107		0.7521624111443878
50		Fea9		0.7509764050705172
51		Fea81		0.7480536912536724
52		Fea24		0.7469517629311683
53		Fea21		0.7458408608358357
54		Fea26		0.7411386213693426
55		Fea100		0.7403744874760351
56		Fea28		0.7401511998851735
57		Fea23		0.7389899231710422
58		Fea110		0.738659103214055
59		Fea22		0.7384984527428383
60		Fea27		0.7379046253878563
61		Fea104		0.736141637769074
62		Fea88		0.7344516483100761
63		Fea109		0.7339674206426848
64		Fea108		0.7338618813899881
65		Fea82		0.7323932235909146
66		Fea25		0.7317836623072778
67		Fea41		0.7290531937237497
68		Fea99		0.727483171194802
69		Fea44		0.7252543084379605
70		Fea52		0.7251649459058904
71		Fea103		0.7249822636652818
72		Fea61		0.7242190179277216
73		Fea58		0.7233452500270692
74		Fea87		0.7233051703040374
75		Fea68		0.7217155333293008
76		Fea102		0.7204916950351229
77		Fea83		0.7199671762758156
78		Fea31		0.7197344655466225
79		Fea91		0.7196655008877031
80		Fea42		0.7193700939211547
81		Fea43		0.7183627608365425
82		Fea53		0.7180864065236486
83		Fea98		0.7161318515230338
84		Fea86		0.715388988250143
85		Fea101		0.7152344945072878
86		Fea45		0.7136441602001349
87		Fea46		0.7126612766222031
88		Fea48		0.711960133594746
89		Fea47		0.7098561455047787
90		Fea62		0.7094873502814641
91		Fea54		0.7093357806640789
92		Fea38		0.7083995528910052
93		Fea67		0.707214866826924
94		Fea84		0.7071660964052443
95		Fea85		0.7062206682525618
96		Fea57		0.7055934511133838
97		Fea56		0.7034664901650394
98		Fea94		0.7032307425808836
99		Fea64		0.6999352784245328
100		Fea92		0.699793380752543
101		Fea33		0.6986541883775121
102		Fea55		0.6982149210341787
103		Fea63		0.6968050342260237
104		Fea34		0.6948673296041961
105		Fea32		0.69385209285176
106		Fea66		0.6897459935856021
107		Fea37		0.6895984001891138
108		Fea93		0.6893213382111935
109		Fea97		0.6890297787665237
110		Fea96		0.6872859770834114
111		Fea35		0.6871897343672577
112		Fea95		0.685045916844941
113		Fea65		0.6809170071092363
114		Fea36		0.6771536655395208
